,Compound,Date,Negative,Neutral,NewsOrg,Positive,Text,Tweets Ago
17,0.0,Tue Apr 10 17:03:05 +0000 2018,0.0,1.0,@CNN,0.0,Tom Bossert's exit means half of Donald Trump's 'A Team' has left since he became President | Analysis by… https://t.co/o7cO9UxrAd,18
18,0.0,Tue Apr 10 16:54:46 +0000 2018,0.0,1.0,@CNN,0.0,A judge has finalized a $25 million settlement for students who claim they were defrauded by Trump University… https://t.co/VLYCc6LmHP,19
19,0.8225,Tue Apr 10 16:42:55 +0000 2018,0.0,0.65,@CNN,0.35,"Facebook knows you better than you think:

• With 10 likes, a computer model fundamentally knows you better than a… https://t.co/43EaVEBa3y",20
20,-0.296,Tue Apr 10 16:30:09 +0000 2018,0.145,0.855,@CNN,0.0,How Trump can pile pressure on Putin and Assad | @NicRobertsonCNN for @CNNopinion https://t.co/TlSbLQGAmC https://t.co/J7YfAKhsig,21
21,0.34,Tue Apr 10 16:20:11 +0000 2018,0.0,0.893,@CNN,0.107,Two Democratic senators say they have evidence that shows the EPA may be overstating the need for 24-7 security and… https://t.co/FvJRaFFayw,22
22,0.34,Tue Apr 10 16:10:31 +0000 2018,0.0,0.897,@CNN,0.103,"RT @CNNPolitics: Update: Tom Bossert was pushed out of his position by the newly installed national security adviser John Bolton, two sourc…",23
23,-0.1531,Tue Apr 10 16:10:07 +0000 2018,0.176,0.682,@CNN,0.142,The FBI just proved President Trump wrong on attorney-client privilege | Analysis by @CillizzaCNN… https://t.co/4PCnG0ZE2a,24
24,0.0258,Tue Apr 10 16:00:21 +0000 2018,0.0,0.95,@CNN,0.05,"For at least a year, the biggest page on Facebook purporting to be part of the Black Lives Matter movement was a sc… https://t.co/J6yXOL4Rxw",25
25,0.4019,Tue Apr 10 18:46:07 +0000 2018,0.0,0.876,@CNN,0.124,RT @CNNPolitics: White House press secretary Sarah Sanders says President Trump thinks special counsel Robert Mueller’s probe “has gone too…,26
26,0.0772,Tue Apr 10 18:40:58 +0000 2018,0.0,0.92,@CNN,0.08,"Facebook CEO Mark Zuckerberg is testifying before Congress: https://t.co/GM8O5wobAa

Have questions? We want to hea… https://t.co/yakAlqbwhF",27
27,0.0,Tue Apr 10 18:35:01 +0000 2018,0.0,1.0,@CNN,0.0,"Facebook CEO Mark Zuckerberg has arrived to testify before Congress
Watch on CNN: https://t.co/UYpqI3w42L… https://t.co/BIK7YfQqVV",28
28,0.6249,Tue Apr 10 18:31:02 +0000 2018,0.0,0.814,@CNN,0.186,"Snowfall across the great white continent of Antarctica is increasing, according to a study released this week by a… https://t.co/LQh9rCABoI",29
29,0.6204,Tue Apr 10 18:18:00 +0000 2018,0.0,0.612,@CNN,0.388,Apple is now completely powered by clean energy https://t.co/YEndWOan9Z https://t.co/TmEh8lSGxB,30
30,0.2023,Tue Apr 10 18:10:09 +0000 2018,0.099,0.756,@CNN,0.145,They've marched 7 days across Oklahoma. Now Tulsa teachers are ready to confront lawmakers. https://t.co/68apefSHmJ https://t.co/KR687QGFIT,31
31,0.5574,Tue Apr 10 18:00:14 +0000 2018,0.0,0.841,@CNN,0.159,"""I will do everything I can to make Facebook... a positive force in the world"": Here's the message Facebook CEO Mar… https://t.co/FymihRn1cE",32
32,0.1779,Tue Apr 10 18:00:05 +0000 2018,0.0,0.855,@CNN,0.145,This is Mark Zuckerberg's growing up moment | via @LaurieSegallCNN https://t.co/pPPC8TB63j https://t.co/Js7oLn3o8i,33
33,0.0,Tue Apr 10 17:52:59 +0000 2018,0.0,1.0,@CNN,0.0,".@LaurieSegallCNN is in the room where Facebook CEO Mark Zuckerberg is due to face questions. On the desk, there's… https://t.co/PHxCDdQmcv",34
34,-0.5574,Tue Apr 10 17:50:04 +0000 2018,0.217,0.783,@CNN,0.0,Louisiana is close to lifting its ban on bulletproof backpacks in schools https://t.co/qbW10lyCjA https://t.co/WefWWm3Ii8,35
35,0.0,Tue Apr 10 17:48:52 +0000 2018,0.0,1.0,@CNN,0.0,"Facebook CEO Mark Zuckerberg will soon begin testifying before Congress: https://t.co/0OlGWpNRMF

Have questions? W… https://t.co/MvYGjZo6di",36
36,0.0,Tue Apr 10 17:44:46 +0000 2018,0.0,1.0,@CNN,0.0,The FBI raid on Trump's personal attorney sought records on the deal set up between an ex-Playboy Playmate who has… https://t.co/y3A5nG2BB8,37
37,0.0,Tue Apr 10 17:40:10 +0000 2018,0.0,1.0,@CNN,0.0,"An EPA official is expected to meet this week with congressional investigators to discuss his concerns, which inclu… https://t.co/X0DllTm9Ur",38
38,0.4767,Tue Apr 10 17:30:09 +0000 2018,0.0,0.86,@CNN,0.14,Facebook's press page was once filled with announcements about new features to order food and connect to friends in… https://t.co/GkGoBR92vS,39
39,-0.1027,Tue Apr 10 17:20:11 +0000 2018,0.08,0.92,@CNN,0.0,The gender pay gap isn't just about what you make. It's about what you do. https://t.co/PXIJRooiwF https://t.co/kkGGUKto6m,40
40,0.2263,Tue Apr 10 17:19:03 +0000 2018,0.052,0.861,@CNN,0.086,"RT @CNNMoney: Almost 10 years after President Obama signed the Lilly Ledbetter Fair Pay Act of 2009, women still make less than men. We spo…",41
41,0.0,Tue Apr 10 17:10:12 +0000 2018,0.0,1.0,@CNN,0.0,Facebook CEO Mark Zuckerberg will soon testify before Congress. Here's everything you need to know before you watch… https://t.co/JEe0X8ZxLs,42
42,0.0,Tue Apr 10 17:03:05 +0000 2018,0.0,1.0,@CNN,0.0,Tom Bossert's exit means half of Donald Trump's 'A Team' has left since he became President | Analysis by… https://t.co/o7cO9UxrAd,43
43,0.0,Tue Apr 10 16:54:46 +0000 2018,0.0,1.0,@CNN,0.0,A judge has finalized a $25 million settlement for students who claim they were defrauded by Trump University… https://t.co/VLYCc6LmHP,44
44,0.8225,Tue Apr 10 16:42:55 +0000 2018,0.0,0.65,@CNN,0.35,"Facebook knows you better than you think:

• With 10 likes, a computer model fundamentally knows you better than a… https://t.co/43EaVEBa3y",45
45,-0.296,Tue Apr 10 16:30:09 +0000 2018,0.145,0.855,@CNN,0.0,How Trump can pile pressure on Putin and Assad | @NicRobertsonCNN for @CNNopinion https://t.co/TlSbLQGAmC https://t.co/J7YfAKhsig,46
46,0.34,Tue Apr 10 16:20:11 +0000 2018,0.0,0.893,@CNN,0.107,Two Democratic senators say they have evidence that shows the EPA may be overstating the need for 24-7 security and… https://t.co/FvJRaFFayw,47
47,0.34,Tue Apr 10 16:10:31 +0000 2018,0.0,0.897,@CNN,0.103,"RT @CNNPolitics: Update: Tom Bossert was pushed out of his position by the newly installed national security adviser John Bolton, two sourc…",48
48,-0.1531,Tue Apr 10 16:10:07 +0000 2018,0.176,0.682,@CNN,0.142,The FBI just proved President Trump wrong on attorney-client privilege | Analysis by @CillizzaCNN… https://t.co/4PCnG0ZE2a,49
49,0.0258,Tue Apr 10 16:00:21 +0000 2018,0.0,0.95,@CNN,0.05,"For at least a year, the biggest page on Facebook purporting to be part of the Black Lives Matter movement was a sc… https://t.co/J6yXOL4Rxw",50
50,-0.8225,Tue Apr 10 15:50:10 +0000 2018,0.297,0.703,@CNN,0.0,"As Trump assesses how to respond to the alleged chemical attack in Syria that killed dozens of civilians, lawmakers… https://t.co/HQqThDjWK3",51
51,0.0,Tue Apr 10 15:40:10 +0000 2018,0.0,1.0,@CNN,0.0,Facebook CEO Mark Zuckerberg will testify before Congress on Tuesday and Wednesday. Here's everything you need to k… https://t.co/xopMwq9fTn,52
52,-0.4215,Tue Apr 10 15:30:07 +0000 2018,0.189,0.702,@CNN,0.11,"President Trump declares that ""attorney-client privilege is dead"" a day after the FBI raided the office of Michael… https://t.co/fXKgFngNfS",53
53,-0.5574,Tue Apr 10 15:20:00 +0000 2018,0.141,0.859,@CNN,0.0,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. Can you name… https://t.co/oHaWCcvQaF",54
54,-0.3947,Tue Apr 10 15:10:08 +0000 2018,0.123,0.877,@CNN,0.0,President Trump has never been more likely to fire Robert Mueller than he is right now | Analysis by @CillizzaCNN… https://t.co/MGKwcRLUqz,55
55,-0.7184,Tue Apr 10 15:00:06 +0000 2018,0.318,0.682,@CNN,0.0,"There was no working smoke alarm in the Trump Tower apartment where deadly fire started, source says… https://t.co/HF1bX2vzdq",56
56,0.0,Tue Apr 10 14:53:07 +0000 2018,0.0,1.0,@CNN,0.0,These two women left their own wedding receptions early to take final exams https://t.co/JrFgj2Mk76 https://t.co/4ryWNkAslV,57
57,0.128,Tue Apr 10 14:41:17 +0000 2018,0.117,0.736,@CNN,0.147,"BREAKING: Homeland security adviser Tom Bossert is resigning, the White House confirms https://t.co/grLxIQLsTy https://t.co/9clbDUxYzP",58
58,0.0,Tue Apr 10 14:33:41 +0000 2018,0.0,1.0,@CNN,0.0,"Longtime Trump associate Roger Stone said in July 2016 that Russians were ""most likely"" behind WikiLeaks emails and… https://t.co/Inc7WVXIDa",59
59,-0.34,Tue Apr 10 14:20:04 +0000 2018,0.13,0.87,@CNN,0.0,This 20-year-old wants to interview every WWII combat veteran he can before it's too late https://t.co/3zt0h2ijMs https://t.co/2u17akhqEq,60
60,0.0,Tue Apr 10 14:10:05 +0000 2018,0.0,1.0,@CNN,0.0,"President Trump and former President Obama will not attend the wedding of Prince Harry and Meghan Markle, White Hou… https://t.co/oM3usyN6qH",61
61,-0.25,Tue Apr 10 14:00:07 +0000 2018,0.143,0.857,@CNN,0.0,"More than 1,100 flights have been canceled in Germany after airport workers went on strike to demand higher pay… https://t.co/J1UmMoB6Ci",62
62,0.1027,Tue Apr 10 13:50:07 +0000 2018,0.0,0.928,@CNN,0.072,"While preparing for his new role, Secretary of State-designate Mike Pompeo reached out to every living former secre… https://t.co/uFSdknC2hf",63
63,0.0,Tue Apr 10 13:33:02 +0000 2018,0.0,1.0,@CNN,0.0,"Facebook CEO Mark Zuckerberg will begin testifying before Congress today: https://t.co/MPwDOQjjw3

Have questions?… https://t.co/XRV4ySq4Jb",64
64,0.0258,Tue Apr 10 13:30:11 +0000 2018,0.0,0.95,@CNN,0.05,"For at least a year, the biggest page on Facebook purporting to be part of the Black Lives Matter movement was a sc… https://t.co/Qs6lfxRI8l",65
65,0.0,Tue Apr 10 13:20:09 +0000 2018,0.0,1.0,@CNN,0.0,"President Trump is canceling a planned trip to South America that was set to begin Friday, to monitor the American… https://t.co/C2Aox4VZwC",66
66,0.8225,Tue Apr 10 13:20:04 +0000 2018,0.0,0.65,@CNN,0.35,"Facebook knows you better than you think:

• With 10 likes, a computer model fundamentally knows you better than a… https://t.co/OwoPbOQx9R",67
67,0.4404,Tue Apr 10 13:10:05 +0000 2018,0.0,0.791,@CNN,0.209,Why tax season is good (and bad) for Americans' health https://t.co/C89Uq26PKt https://t.co/Y2OivuCqWE,68
68,-0.4019,Tue Apr 10 13:00:09 +0000 2018,0.184,0.816,@CNN,0.0,One meeting with Zuckerberg won't fix the Facebook problem | via @CNNopinion https://t.co/drgHKdbzbw https://t.co/OfweTMxHD7,69
69,0.4767,Tue Apr 10 12:50:06 +0000 2018,0.0,0.785,@CNN,0.215,"Raiding Trump lawyer Michael Cohen is a stunning move by federal prosecutors, CNN legal analyst @paulcallan writes… https://t.co/DF5pAp7AxD",70
70,0.4019,Tue Apr 10 12:44:49 +0000 2018,0.0,0.863,@CNN,0.137,Search warrant documents used by special counsel Robert Mueller's investigators reveal how agents zeroed in on pote… https://t.co/75A7kowjf8,71
71,0.0,Tue Apr 10 12:40:12 +0000 2018,0.0,1.0,@CNN,0.0,The controversy over Sinclair Broadcast Group's media-bashing promos has quieted down. But the headache isn't going… https://t.co/6g1l3JwBUg,72
72,0.0,Tue Apr 10 12:30:14 +0000 2018,0.0,1.0,@CNN,0.0,"How Facebook 'likes' predict race, religion and sexual orientation https://t.co/9HClLEKaIq https://t.co/woyzvhhny2",73
73,0.4767,Tue Apr 10 12:26:08 +0000 2018,0.0,0.86,@CNN,0.14,Facebook's press page was once filled with announcements about new features to order food and connect to friends in… https://t.co/xJkD47KS5B,74
74,-0.8225,Tue Apr 10 12:20:07 +0000 2018,0.297,0.703,@CNN,0.0,"As Trump assesses how to respond to the alleged chemical attack in Syria that killed dozens of civilians, lawmakers… https://t.co/Q1FTvT4Ztt",75
75,0.0,Tue Apr 10 12:10:05 +0000 2018,0.0,1.0,@CNN,0.0,"Craigslist shut down their personals after an anti-sex trafficking bill passed through Congress, which could have a… https://t.co/8RmIY1EFNj",76
76,0.4767,Tue Apr 10 12:01:37 +0000 2018,0.0,0.866,@CNN,0.134,RT @CNNPolitics: GOP Rep. Adam Kinzinger says he doesn't think President Trump needs congressional approval to take military action in Syri…,77
77,0.4215,Tue Apr 10 12:00:00 +0000 2018,0.0,0.865,@CNN,0.135,GOP Rep. Adam Kinzinger on President Trump's tweets about the Mueller investigation: “I don’t think it’s helpful at… https://t.co/ZQfWc6icvK,78
78,-0.4215,Tue Apr 10 11:55:04 +0000 2018,0.189,0.702,@CNN,0.11,"President Trump declares that ""attorney-client privilege is dead"" a day after the FBI raided the office of Michael… https://t.co/D9qOfMfDzP",79
79,-0.5574,Tue Apr 10 11:50:00 +0000 2018,0.141,0.859,@CNN,0.0,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. Can you name… https://t.co/X8Z3yC49gz",80
80,-0.34,Tue Apr 10 11:40:07 +0000 2018,0.112,0.888,@CNN,0.0,"A small plane caught fire after takeoff and crashed at a nearby Arizona golf course on Monday, leaving six people d… https://t.co/G3MUCsAtkV",81
81,-0.3947,Tue Apr 10 11:35:03 +0000 2018,0.123,0.877,@CNN,0.0,President Trump has never been more likely to fire Robert Mueller than he is right now | Analysis by @CillizzaCNN… https://t.co/bP9yxcxrf4,82
82,0.0,Tue Apr 10 11:30:03 +0000 2018,0.0,1.0,@CNN,0.0,Trump lashes out as Cohen raid fuses Russia probe and Stormy case | Analysis by @StCollinson https://t.co/qYNcRI3xIe https://t.co/0HRIdW6Yk8,83
83,-0.1531,Tue Apr 10 11:29:06 +0000 2018,0.071,0.929,@CNN,0.0,"Are you one of the 87 million Facebook users affected by the Cambridge Analytica data breach?

CNN wants to hear fr… https://t.co/RGpFDRxmeu",84
84,0.0,Tue Apr 10 11:20:09 +0000 2018,0.0,1.0,@CNN,0.0,Facebook CEO Mark Zuckerberg will testify before Congress on Tuesday and Wednesday. Here's everything you need to k… https://t.co/ROG8GkpaWD,85
85,-0.5859,Tue Apr 10 11:10:06 +0000 2018,0.213,0.787,@CNN,0.0,"5 things for Tuesday:

- Michael Cohen raid
- Syria
- Bill Cosby trial
- Russian spy poisoning
- Facebook… https://t.co/GgwMvSjhFW",86
86,0.0,Tue Apr 10 11:00:20 +0000 2018,0.0,1.0,@CNN,0.0,"Geisha Williams, CEO and President of @PGE4Me, California's largest utility, says the state is leading the way on p… https://t.co/rsgaukkISI",87
87,-0.7096,Tue Apr 10 10:50:55 +0000 2018,0.214,0.786,@CNN,0.0,"Just before Bill Cosby walked into court for his retrial Monday, a topless protester with ""Cosby rapist"" and women'… https://t.co/D5OpCNYFDt",88
88,0.0,Tue Apr 10 10:40:08 +0000 2018,0.0,1.0,@CNN,0.0,"Longtime Trump associate Roger Stone said in July 2016 that Russians were ""most likely"" behind WikiLeaks emails and… https://t.co/GcBe2G3EaP",89
89,-0.34,Tue Apr 10 10:30:15 +0000 2018,0.13,0.87,@CNN,0.0,This 20-year-old wants to interview every WWII combat veteran he can before it's too late https://t.co/M0lLXVBzEF https://t.co/vDxjZP1AJF,90
90,0.128,Tue Apr 10 10:24:00 +0000 2018,0.0,0.939,@CNN,0.061,"RT @NewDay: Legal analyst @JeffreyToobin on the FBI raid: ""We are in a whole new area of the investigation now, so close to the President""…",91
91,-0.5574,Tue Apr 10 10:20:06 +0000 2018,0.231,0.769,@CNN,0.0,FBI raid of his personal attorney's office ignites President Trump's rage: https://t.co/tnEQRJeCIi https://t.co/sUvX72jFJl,92
92,0.0,Tue Apr 10 10:07:13 +0000 2018,0.0,1.0,@CNN,0.0,We still don't know what exactly they'll do or if they'll interact with migrants https://t.co/DGJje4kxhM,93
93,-0.473,Tue Apr 10 09:56:10 +0000 2018,0.19,0.659,@CNN,0.151,"Attention senior citizens: A new Medicare card is coming your way, but be careful not to fall victim to any scams. https://t.co/bB4ODqy0U5",94
94,-0.7184,Tue Apr 10 09:45:26 +0000 2018,0.318,0.682,@CNN,0.0,"There was no working smoke alarm in the Trump Tower apartment where deadly fire started, source says… https://t.co/JoRJJDjTnk",95
95,0.0,Tue Apr 10 09:37:30 +0000 2018,0.0,1.0,@CNN,0.0,Mark Zuckerberg will spend two days answering lawmakers' questions. https://t.co/3wGGR44xsy,96
96,0.0,Tue Apr 10 09:26:54 +0000 2018,0.0,1.0,@CNN,0.0,How does your child's lunch stack up? https://t.co/n3rdLrdD6S,97
97,0.0,Tue Apr 10 09:16:43 +0000 2018,0.0,1.0,@CNN,0.0,These two women left their own wedding receptions early to take final exams https://t.co/EdVJifH591 https://t.co/f1gFbs1GdO,98
98,-0.3612,Tue Apr 10 09:06:24 +0000 2018,0.135,0.865,@CNN,0.0,"Since Essure went on the market, thousands of women have filed grievances about unintended pregnancies, miscarriage… https://t.co/UbnqStBmSx",99
99,0.0,Tue Apr 10 08:55:34 +0000 2018,0.0,1.0,@CNN,0.0,Wash your fruit and veggies! Strawberries and spinach rank the highest for pesticide contamination… https://t.co/huOH9NqT5I,100
100,-0.4927,Tue Apr 10 18:42:00 +0000 2018,0.158,0.842,@BBC,0.0,"It wasn't until Henry VIII's reign that the #TowerOfLondon became really notorious as a place of imprisonment, tort… https://t.co/Lkoj4s5XH1",1
101,-0.5106,Tue Apr 10 18:00:27 +0000 2018,0.216,0.784,@BBC,0.0,Meet Rebekah - a former professional footballer who changed career and became a prison officer. https://t.co/D5H4aLBVln,2
102,0.0,Tue Apr 10 16:58:05 +0000 2018,0.0,1.0,@BBC,0.0,?? A man who ate the world's hottest chilli pepper in a chilli-eating contest ended up in hospital after experienci… https://t.co/aiRSOhb4eI,3
103,0.0,Tue Apr 10 16:34:54 +0000 2018,0.0,1.0,@BBC,0.0,"RT @bbccomedy: Henry of Eight, the Tudor Kim Kardashian. #CunkOnBritain @MissDianeMorgan https://t.co/VuQyfSFyRM",4
104,0.0,Tue Apr 10 16:32:08 +0000 2018,0.0,1.0,@BBC,0.0,"? Ten celebrity pairs who look so freakily alike they could be twins. #NationalSiblingsDay
? https://t.co/WAUVA2c8e4 https://t.co/wTkpghO1uv",5
105,0.4227,Tue Apr 10 16:02:03 +0000 2018,0.15,0.514,@BBC,0.336,"? That's quite the party trick! 
#Doodlebugs https://t.co/IUz7r0qJcf",6
106,0.6705,Tue Apr 10 15:47:43 +0000 2018,0.066,0.726,@BBC,0.208,"RT @TWBBC: ""Our liberty is at risk when we hand over our data"" @thermoflynamics and @FinalBullet ask if we need to take control of our data…",7
107,0.7351,Tue Apr 10 15:28:35 +0000 2018,0.0,0.763,@BBC,0.237,"RT @BBCNWT: Have you ever spotted a @RealMancsy around Manchester? ?

These free prints pop up around the city, thanks to the anonymous art…",8
108,0.8126,Tue Apr 10 15:25:18 +0000 2018,0.0,0.732,@BBC,0.268,"RT @BBCR1: Do YOU look like this lady with a tablecloth on her head?

We need your help to recreate a painting from the 1800s ??

Kindly em…",9
109,0.4939,Tue Apr 10 15:18:36 +0000 2018,0.0,0.789,@BBC,0.211,RT @BBCTwo: Two tiger brothers enjoy their first swimming lesson. ?? #NationalSiblingsDay https://t.co/qiyB4N5EYr,10
110,0.6249,Tue Apr 10 14:34:14 +0000 2018,0.0,0.796,@BBC,0.204,"RT @AboutTheBBC: Today @englishheritage unveiled a blue plaque to former BBC Director-General Sir Hugh Carleton Greene. A great moderniser,…",11
111,0.5423,Tue Apr 10 13:00:36 +0000 2018,0.0,0.774,@BBC,0.226,"?? From Velázquez to van Gogh, explore 5 masterpieces of European painting. 
? https://t.co/wRpdRNUuz5 https://t.co/EVrV6Iat8H",12
112,-0.5574,Tue Apr 10 12:00:17 +0000 2018,0.375,0.625,@BBC,0.0,? The nasty side of social media. https://t.co/rKpSRqqjkd,13
113,-0.6997,Tue Apr 10 11:00:18 +0000 2018,0.225,0.775,@BBC,0.0,?? The rise of 'extreme dog pampering' puts the welfare of pets in jeopardy and 'sends out an extremely worrying me… https://t.co/WTUIFUxaat,14
114,0.5093,Tue Apr 10 10:16:15 +0000 2018,0.0,0.82,@BBC,0.18,"RT @cbbc: This is cute, you two! ?

@nikkilillyy &amp; @jemmawilson talk cakes and being a goth ? https://t.co/LcF6T8F9d6",15
115,0.0,Tue Apr 10 10:12:47 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCBreakfast: Meet 'The Man Engine'. 
He's a tribute to our mining history. ?  #manengine https://t.co/sa6ykd3uUT",16
116,-0.296,Tue Apr 10 09:44:17 +0000 2018,0.121,0.879,@BBC,0.0,"Iceland is to stop using palm oil in own-brand products by the end of 2018.
? https://t.co/jyQura5jVB https://t.co/K6HGJDMxrL",17
117,-0.1779,Tue Apr 10 09:34:46 +0000 2018,0.097,0.837,@BBC,0.066,"RT @bbcwritersroom: .@BBCR1 have just launched a new #comedy podcast called Kench with Ray Moss - No Stone Unturned by @benpartridge 
We ca…",18
118,0.6369,Tue Apr 10 09:05:51 +0000 2018,0.0,0.708,@BBC,0.292,"RT @BBC6Music: Listen back to @RobertSmith’s exclusive interview about:
? 40 years of @TheCure
? Inviting @RollingStones to play @meltdownf…",19
119,0.7096,Tue Apr 10 09:05:17 +0000 2018,0.0,0.796,@BBC,0.204,RT @BBC6Music: Tonight from 7-9pm BST: Cillian Murphy sits in for @IggyPop. Here he is on how @tomwaits is helping to inspire his new role.…,20
120,-0.128,Tue Apr 10 08:01:08 +0000 2018,0.189,0.651,@BBC,0.16,? This video game has been designed to help people deal with grief. https://t.co/tmRibTCet4,21
121,0.0,Tue Apr 10 07:27:02 +0000 2018,0.0,1.0,@BBC,0.0,"? Nine new species have been found where few scientists have gone before.
? https://t.co/EfvR9rqTNt https://t.co/qhInJevOTU",22
122,0.2716,Tue Apr 10 07:01:02 +0000 2018,0.0,0.827,@BBC,0.173,? Women's only swimming sessions are more important than you think. https://t.co/yPZyqsIktB,23
123,-0.5994,Mon Apr 09 19:01:07 +0000 2018,0.17,0.83,@BBC,0.0,"In this five-part immersive living history series, the training programme of one of World War Two's most covert org… https://t.co/WMq4ME93CR",24
124,-0.0772,Mon Apr 09 18:04:06 +0000 2018,0.064,0.936,@BBC,0.0,"When doctors found a large tumour on little Poppy’s brain, her parents faced one of the toughest decisions of their… https://t.co/bJp258jCaL",25
125,-0.4927,Tue Apr 10 18:42:00 +0000 2018,0.158,0.842,@BBC,0.0,"It wasn't until Henry VIII's reign that the #TowerOfLondon became really notorious as a place of imprisonment, tort… https://t.co/Lkoj4s5XH1",26
126,-0.5106,Tue Apr 10 18:00:27 +0000 2018,0.216,0.784,@BBC,0.0,Meet Rebekah - a former professional footballer who changed career and became a prison officer. https://t.co/D5H4aLBVln,27
127,0.0,Tue Apr 10 16:58:05 +0000 2018,0.0,1.0,@BBC,0.0,?? A man who ate the world's hottest chilli pepper in a chilli-eating contest ended up in hospital after experienci… https://t.co/aiRSOhb4eI,28
128,0.0,Tue Apr 10 16:34:54 +0000 2018,0.0,1.0,@BBC,0.0,"RT @bbccomedy: Henry of Eight, the Tudor Kim Kardashian. #CunkOnBritain @MissDianeMorgan https://t.co/VuQyfSFyRM",29
129,0.0,Tue Apr 10 16:32:08 +0000 2018,0.0,1.0,@BBC,0.0,"? Ten celebrity pairs who look so freakily alike they could be twins. #NationalSiblingsDay
? https://t.co/WAUVA2c8e4 https://t.co/wTkpghO1uv",30
130,0.4227,Tue Apr 10 16:02:03 +0000 2018,0.15,0.514,@BBC,0.336,"? That's quite the party trick! 
#Doodlebugs https://t.co/IUz7r0qJcf",31
131,0.6705,Tue Apr 10 15:47:43 +0000 2018,0.066,0.726,@BBC,0.208,"RT @TWBBC: ""Our liberty is at risk when we hand over our data"" @thermoflynamics and @FinalBullet ask if we need to take control of our data…",32
132,0.7351,Tue Apr 10 15:28:35 +0000 2018,0.0,0.763,@BBC,0.237,"RT @BBCNWT: Have you ever spotted a @RealMancsy around Manchester? ?

These free prints pop up around the city, thanks to the anonymous art…",33
133,0.8126,Tue Apr 10 15:25:18 +0000 2018,0.0,0.732,@BBC,0.268,"RT @BBCR1: Do YOU look like this lady with a tablecloth on her head?

We need your help to recreate a painting from the 1800s ??

Kindly em…",34
134,0.4939,Tue Apr 10 15:18:36 +0000 2018,0.0,0.789,@BBC,0.211,RT @BBCTwo: Two tiger brothers enjoy their first swimming lesson. ?? #NationalSiblingsDay https://t.co/qiyB4N5EYr,35
135,0.6249,Tue Apr 10 14:34:14 +0000 2018,0.0,0.796,@BBC,0.204,"RT @AboutTheBBC: Today @englishheritage unveiled a blue plaque to former BBC Director-General Sir Hugh Carleton Greene. A great moderniser,…",36
136,0.5423,Tue Apr 10 13:00:36 +0000 2018,0.0,0.774,@BBC,0.226,"?? From Velázquez to van Gogh, explore 5 masterpieces of European painting. 
? https://t.co/wRpdRNUuz5 https://t.co/EVrV6Iat8H",37
137,-0.5574,Tue Apr 10 12:00:17 +0000 2018,0.375,0.625,@BBC,0.0,? The nasty side of social media. https://t.co/rKpSRqqjkd,38
138,-0.6997,Tue Apr 10 11:00:18 +0000 2018,0.225,0.775,@BBC,0.0,?? The rise of 'extreme dog pampering' puts the welfare of pets in jeopardy and 'sends out an extremely worrying me… https://t.co/WTUIFUxaat,39
139,0.5093,Tue Apr 10 10:16:15 +0000 2018,0.0,0.82,@BBC,0.18,"RT @cbbc: This is cute, you two! ?

@nikkilillyy &amp; @jemmawilson talk cakes and being a goth ? https://t.co/LcF6T8F9d6",40
140,0.0,Tue Apr 10 10:12:47 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCBreakfast: Meet 'The Man Engine'. 
He's a tribute to our mining history. ?  #manengine https://t.co/sa6ykd3uUT",41
141,-0.296,Tue Apr 10 09:44:17 +0000 2018,0.121,0.879,@BBC,0.0,"Iceland is to stop using palm oil in own-brand products by the end of 2018.
? https://t.co/jyQura5jVB https://t.co/K6HGJDMxrL",42
142,-0.1779,Tue Apr 10 09:34:46 +0000 2018,0.097,0.837,@BBC,0.066,"RT @bbcwritersroom: .@BBCR1 have just launched a new #comedy podcast called Kench with Ray Moss - No Stone Unturned by @benpartridge 
We ca…",43
143,0.6369,Tue Apr 10 09:05:51 +0000 2018,0.0,0.708,@BBC,0.292,"RT @BBC6Music: Listen back to @RobertSmith’s exclusive interview about:
? 40 years of @TheCure
? Inviting @RollingStones to play @meltdownf…",44
144,0.7096,Tue Apr 10 09:05:17 +0000 2018,0.0,0.796,@BBC,0.204,RT @BBC6Music: Tonight from 7-9pm BST: Cillian Murphy sits in for @IggyPop. Here he is on how @tomwaits is helping to inspire his new role.…,45
145,-0.128,Tue Apr 10 08:01:08 +0000 2018,0.189,0.651,@BBC,0.16,? This video game has been designed to help people deal with grief. https://t.co/tmRibTCet4,46
146,0.0,Tue Apr 10 07:27:02 +0000 2018,0.0,1.0,@BBC,0.0,"? Nine new species have been found where few scientists have gone before.
? https://t.co/EfvR9rqTNt https://t.co/qhInJevOTU",47
147,0.2716,Tue Apr 10 07:01:02 +0000 2018,0.0,0.827,@BBC,0.173,? Women's only swimming sessions are more important than you think. https://t.co/yPZyqsIktB,48
148,-0.5994,Mon Apr 09 19:01:07 +0000 2018,0.17,0.83,@BBC,0.0,"In this five-part immersive living history series, the training programme of one of World War Two's most covert org… https://t.co/WMq4ME93CR",49
149,-0.0772,Mon Apr 09 18:04:06 +0000 2018,0.064,0.936,@BBC,0.0,"When doctors found a large tumour on little Poppy’s brain, her parents faced one of the toughest decisions of their… https://t.co/bJp258jCaL",50
