,Compound,Date,Negative,Neutral,NewsOrg,Positive,Text,Tweets Ago
280,0.8997,Fri Mar 23 22:32:48 +0000 2018,0.0,0.645,@CBS,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",81
281,0.0,Thu Mar 22 22:10:29 +0000 2018,0.0,1.0,@CBS,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,82
282,0.7081,Thu Mar 22 20:52:02 +0000 2018,0.066,0.623,@CBS,0.311,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,83
283,0.636,Thu Mar 22 00:23:38 +0000 2018,0.0,0.802,@CBS,0.198,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,84
284,0.0,Wed Mar 21 18:00:01 +0000 2018,0.0,1.0,@CBS,0.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,85
285,0.5106,Tue Mar 20 20:00:01 +0000 2018,0.0,0.858,@CBS,0.142,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,86
286,0.0,Tue Mar 20 17:58:43 +0000 2018,0.0,1.0,@CBS,0.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,87
287,0.5562,Tue Mar 20 16:52:42 +0000 2018,0.0,0.826,@CBS,0.174,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,88
288,0.0,Tue Mar 20 16:11:00 +0000 2018,0.0,1.0,@CBS,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",89
289,0.7845,Mon Mar 19 21:02:26 +0000 2018,0.072,0.619,@CBS,0.309,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…",90
290,0.0,Sun Mar 18 23:44:30 +0000 2018,0.0,1.0,@CBS,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,91
291,0.6514,Sun Mar 18 18:05:43 +0000 2018,0.0,0.787,@CBS,0.213,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,92
292,0.1867,Sun Mar 18 17:09:53 +0000 2018,0.0,0.92,@CBS,0.08,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",93
293,0.0,Sat Mar 17 19:00:02 +0000 2018,0.0,1.0,@CBS,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",94
294,0.6166,Sat Mar 17 17:42:43 +0000 2018,0.0,0.839,@CBS,0.161,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,95
295,0.7096,Sat Mar 17 14:00:03 +0000 2018,0.0,0.753,@CBS,0.247,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,96
296,0.296,Fri Mar 16 22:53:21 +0000 2018,0.0,0.896,@CBS,0.104,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,97
297,0.0,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,@CBS,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",98
298,0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.822,@CBS,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,99
299,0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,@CBS,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",100
300,-0.1419,Tue Apr 10 18:45:07 +0000 2018,0.069,0.931,@nytimes,0.0,"Bustling and built for governing, Bogotá may not be a tropical jewel or a trendy hot spot, but it is an essential p… https://t.co/o8yJgcurQK",1
301,-0.4019,Tue Apr 10 18:36:53 +0000 2018,0.163,0.837,@nytimes,0.0,"Zuckerberg is expected to tell Congress, “It was my mistake, and I’m sorry. I started Facebook, I run it and I’m re… https://t.co/opF4ezMQNj",2
302,-0.5106,Tue Apr 10 18:33:48 +0000 2018,0.148,0.852,@nytimes,0.0,"Watch live: Mark Zuckerberg, Facebook's chief, is about to testify to Congress on why his company failed to protect… https://t.co/tCFhrtGSXk",3
303,-0.5719,Tue Apr 10 18:30:08 +0000 2018,0.228,0.684,@nytimes,0.087,2 of the ways the U.S. could respond to fresh reports of a chemical weapons attack in Syria would have little effec… https://t.co/NI04BOdexx,4
304,0.0,Tue Apr 10 18:17:46 +0000 2018,0.0,1.0,@nytimes,0.0,RT @kevinroose: Someone came to the hearing dressed as a Russian troll. https://t.co/ZdPEK9MDne,5
305,0.4019,Tue Apr 10 18:16:12 +0000 2018,0.0,0.895,@nytimes,0.105,Mark Zuckerberg will be clad in a suit and tie at his hearing. He will also have a booster seat to help give his te… https://t.co/6o4AseMQ2h,6
306,-0.3818,Tue Apr 10 18:10:07 +0000 2018,0.12,0.88,@nytimes,0.0,"""You may be asking yourself: What kind of sociopath complains about ice cream sundaes? I just know that when I see… https://t.co/Scp1lrmZ5j",7
307,0.0258,Tue Apr 10 17:55:05 +0000 2018,0.0,0.948,@nytimes,0.052,A Facebook page that claimed a connection to Black Lives Matter and had more than twice as many followers as the mo… https://t.co/vswTey0l1v,8
308,0.0,Tue Apr 10 17:40:06 +0000 2018,0.0,1.0,@nytimes,0.0,Most of the White House staff in this swearing-in photo has left the Trump administration https://t.co/MvygghIpO7,9
309,0.0,Tue Apr 10 17:27:14 +0000 2018,0.0,1.0,@nytimes,0.0,"Also this morning, some people woke up to a Facebook notification that their private messages might have been harve… https://t.co/W1d21jJWXP",10
310,-0.5423,Tue Apr 10 17:25:04 +0000 2018,0.171,0.829,@nytimes,0.0,"In bad timing for Mark Zuckerberg, Senator Chris Coons, a Democratic member of the Judiciary Committee, today found… https://t.co/irY9Uf2oAS",11
311,-0.3182,Tue Apr 10 17:10:07 +0000 2018,0.169,0.725,@nytimes,0.106,How professional sports teams make money off cheerleaders by sending them into settings where they're harassed https://t.co/A6MS4SEW44,12
312,0.0,Tue Apr 10 16:55:04 +0000 2018,0.0,1.0,@nytimes,0.0,It’s a one-pan wonder and can be made on the fly https://t.co/NfCbu8IGdn https://t.co/MZioBSqGML,13
313,-0.128,Tue Apr 10 16:42:59 +0000 2018,0.169,0.683,@nytimes,0.149,"On Tuesday, Facebook announced it would begin offering a “data abuse bounty” program to reward people who report in… https://t.co/uYGZYFQfqT",14
314,0.0,Tue Apr 10 16:40:09 +0000 2018,0.0,1.0,@nytimes,0.0,"They are some of the first known Facebook users targeted by Cambridge Analytica to be publicly identified, and they… https://t.co/4y614GyHB8",15
315,0.0,Tue Apr 10 16:27:20 +0000 2018,0.0,1.0,@nytimes,0.0,Breaking News: FBI agents who raided the office of President Trump’s lawyer sought records of payments to 2 women w… https://t.co/FzYOveos1H,16
316,0.2263,Tue Apr 10 16:25:07 +0000 2018,0.068,0.821,@nytimes,0.111,"In @NYTOpinion,

Op-Ed Contributor Lilly Ledbetter and namesake of the Lilly Ledbetter Fair Pay Act writes, ""I have… https://t.co/I5hOahpwzl",17
317,0.0,Tue Apr 10 16:10:06 +0000 2018,0.0,1.0,@nytimes,0.0,"Deputy Attorney General Rod Rosenstein signed off on the FBI raid of Trump’s lawyer's office, a move that has enrag… https://t.co/IKo68xis5V",18
318,0.34,Tue Apr 10 15:50:00 +0000 2018,0.0,0.882,@nytimes,0.118,Read the letter from the 2 Democratic senators who say they have obtained an EPA assessment about security spending… https://t.co/G2eF5E6PTA,19
319,-0.4767,Tue Apr 10 15:40:11 +0000 2018,0.204,0.796,@nytimes,0.0,Senator Sheldon Whitehouse claims to have a document disputing Scott Pruitt's need for costly travel and other secu… https://t.co/QSlamqZR7g,20
320,0.0,Tue Apr 10 15:30:09 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @palafo: Three ballparks. Fourteen presidential administrations. Now at 99, Phil Coyne is retiring from his job as a Pittsburgh Pirates…",21
321,0.3612,Tue Apr 10 15:27:06 +0000 2018,0.0,0.878,@nytimes,0.122,Expect a long afternoon: 44 senators will participate in the hearing and have been promised 4 minutes each of quest… https://t.co/EsfubjRXLi,22
322,0.3818,Tue Apr 10 15:20:09 +0000 2018,0.0,0.89,@nytimes,0.11,Greeting Mark Zuckerberg on Tuesday in front of the U.S. Capitol are dozens of cardboard cutouts of his own image s… https://t.co/eBfB1LF0Eq,23
323,0.34,Tue Apr 10 15:10:08 +0000 2018,0.0,0.882,@nytimes,0.118,"Another exit from the White House: Thomas Bossert, the homeland security adviser, is leaving. It’s a sign John Bolt… https://t.co/tvcHeK5WMk",24
324,0.4215,Tue Apr 10 15:00:11 +0000 2018,0.0,0.781,@nytimes,0.219,"""You have to find the music that your horse likes"" https://t.co/FmrtJYsPpZ",25
325,-0.1419,Tue Apr 10 18:45:07 +0000 2018,0.069,0.931,@nytimes,0.0,"Bustling and built for governing, Bogotá may not be a tropical jewel or a trendy hot spot, but it is an essential p… https://t.co/o8yJgcurQK",26
326,-0.4019,Tue Apr 10 18:36:53 +0000 2018,0.163,0.837,@nytimes,0.0,"Zuckerberg is expected to tell Congress, “It was my mistake, and I’m sorry. I started Facebook, I run it and I’m re… https://t.co/opF4ezMQNj",27
327,-0.5106,Tue Apr 10 18:33:48 +0000 2018,0.148,0.852,@nytimes,0.0,"Watch live: Mark Zuckerberg, Facebook's chief, is about to testify to Congress on why his company failed to protect… https://t.co/tCFhrtGSXk",28
328,-0.5719,Tue Apr 10 18:30:08 +0000 2018,0.228,0.684,@nytimes,0.087,2 of the ways the U.S. could respond to fresh reports of a chemical weapons attack in Syria would have little effec… https://t.co/NI04BOdexx,29
329,0.0,Tue Apr 10 18:17:46 +0000 2018,0.0,1.0,@nytimes,0.0,RT @kevinroose: Someone came to the hearing dressed as a Russian troll. https://t.co/ZdPEK9MDne,30
330,0.4019,Tue Apr 10 18:16:12 +0000 2018,0.0,0.895,@nytimes,0.105,Mark Zuckerberg will be clad in a suit and tie at his hearing. He will also have a booster seat to help give his te… https://t.co/6o4AseMQ2h,31
331,-0.3818,Tue Apr 10 18:10:07 +0000 2018,0.12,0.88,@nytimes,0.0,"""You may be asking yourself: What kind of sociopath complains about ice cream sundaes? I just know that when I see… https://t.co/Scp1lrmZ5j",32
332,0.0258,Tue Apr 10 17:55:05 +0000 2018,0.0,0.948,@nytimes,0.052,A Facebook page that claimed a connection to Black Lives Matter and had more than twice as many followers as the mo… https://t.co/vswTey0l1v,33
333,0.0,Tue Apr 10 17:40:06 +0000 2018,0.0,1.0,@nytimes,0.0,Most of the White House staff in this swearing-in photo has left the Trump administration https://t.co/MvygghIpO7,34
334,0.0,Tue Apr 10 17:27:14 +0000 2018,0.0,1.0,@nytimes,0.0,"Also this morning, some people woke up to a Facebook notification that their private messages might have been harve… https://t.co/W1d21jJWXP",35
335,-0.5423,Tue Apr 10 17:25:04 +0000 2018,0.171,0.829,@nytimes,0.0,"In bad timing for Mark Zuckerberg, Senator Chris Coons, a Democratic member of the Judiciary Committee, today found… https://t.co/irY9Uf2oAS",36
336,-0.3182,Tue Apr 10 17:10:07 +0000 2018,0.169,0.725,@nytimes,0.106,How professional sports teams make money off cheerleaders by sending them into settings where they're harassed https://t.co/A6MS4SEW44,37
337,0.0,Tue Apr 10 16:55:04 +0000 2018,0.0,1.0,@nytimes,0.0,It’s a one-pan wonder and can be made on the fly https://t.co/NfCbu8IGdn https://t.co/MZioBSqGML,38
338,-0.128,Tue Apr 10 16:42:59 +0000 2018,0.169,0.683,@nytimes,0.149,"On Tuesday, Facebook announced it would begin offering a “data abuse bounty” program to reward people who report in… https://t.co/uYGZYFQfqT",39
339,0.0,Tue Apr 10 16:40:09 +0000 2018,0.0,1.0,@nytimes,0.0,"They are some of the first known Facebook users targeted by Cambridge Analytica to be publicly identified, and they… https://t.co/4y614GyHB8",40
340,0.0,Tue Apr 10 16:27:20 +0000 2018,0.0,1.0,@nytimes,0.0,Breaking News: FBI agents who raided the office of President Trump’s lawyer sought records of payments to 2 women w… https://t.co/FzYOveos1H,41
341,0.2263,Tue Apr 10 16:25:07 +0000 2018,0.068,0.821,@nytimes,0.111,"In @NYTOpinion,

Op-Ed Contributor Lilly Ledbetter and namesake of the Lilly Ledbetter Fair Pay Act writes, ""I have… https://t.co/I5hOahpwzl",42
342,0.0,Tue Apr 10 16:10:06 +0000 2018,0.0,1.0,@nytimes,0.0,"Deputy Attorney General Rod Rosenstein signed off on the FBI raid of Trump’s lawyer's office, a move that has enrag… https://t.co/IKo68xis5V",43
343,0.34,Tue Apr 10 15:50:00 +0000 2018,0.0,0.882,@nytimes,0.118,Read the letter from the 2 Democratic senators who say they have obtained an EPA assessment about security spending… https://t.co/G2eF5E6PTA,44
344,-0.4767,Tue Apr 10 15:40:11 +0000 2018,0.204,0.796,@nytimes,0.0,Senator Sheldon Whitehouse claims to have a document disputing Scott Pruitt's need for costly travel and other secu… https://t.co/QSlamqZR7g,45
345,0.0,Tue Apr 10 15:30:09 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @palafo: Three ballparks. Fourteen presidential administrations. Now at 99, Phil Coyne is retiring from his job as a Pittsburgh Pirates…",46
346,0.3612,Tue Apr 10 15:27:06 +0000 2018,0.0,0.878,@nytimes,0.122,Expect a long afternoon: 44 senators will participate in the hearing and have been promised 4 minutes each of quest… https://t.co/EsfubjRXLi,47
347,0.3818,Tue Apr 10 15:20:09 +0000 2018,0.0,0.89,@nytimes,0.11,Greeting Mark Zuckerberg on Tuesday in front of the U.S. Capitol are dozens of cardboard cutouts of his own image s… https://t.co/eBfB1LF0Eq,48
348,0.34,Tue Apr 10 15:10:08 +0000 2018,0.0,0.882,@nytimes,0.118,"Another exit from the White House: Thomas Bossert, the homeland security adviser, is leaving. It’s a sign John Bolt… https://t.co/tvcHeK5WMk",49
349,0.4215,Tue Apr 10 15:00:11 +0000 2018,0.0,0.781,@nytimes,0.219,"""You have to find the music that your horse likes"" https://t.co/FmrtJYsPpZ",50
350,-0.6486,Tue Apr 10 14:50:08 +0000 2018,0.193,0.807,@nytimes,0.0,"Is the Brooklyn-Queens streetcar dead? At the very least it’s languishing, 2 years after the mayor presented it as… https://t.co/oEwBXc1l1w",51
351,-0.5267,Tue Apr 10 14:40:13 +0000 2018,0.152,0.848,@nytimes,0.0,"Last week, after frustrated activists from Myanmar sent an open letter to Mark Zuckerberg, the chief executive of F… https://t.co/dCsumnFFZJ",52
352,0.2023,Tue Apr 10 14:30:17 +0000 2018,0.0,0.87,@nytimes,0.13,"To hear climate denialists tell it, polar bears are doing just fine https://t.co/vuT4LUDVbV",53
353,0.0,Tue Apr 10 14:15:06 +0000 2018,0.0,1.0,@nytimes,0.0,The 2 Reuters journalists were investigating a massacre of 10 Muslim Rohingya men https://t.co/ndwqQfno1H,54
354,0.0,Tue Apr 10 14:00:04 +0000 2018,0.0,1.0,@nytimes,0.0,Robert Mueller is investigating a payment made to President Trump's foundation by a Ukrainian steel magnate for a t… https://t.co/Ik8xqvkVTG,55
355,-0.296,Tue Apr 10 13:45:09 +0000 2018,0.115,0.885,@nytimes,0.0,"In Opinion

Op-Ed contributor Mark Penn writes that Facebook and other major internet platforms should stop pretend… https://t.co/q6bhBDPcYZ",56
356,0.0,Tue Apr 10 13:31:02 +0000 2018,0.0,1.0,@nytimes,0.0,Breaking: President Trump will skip his planned trip to Latin America this week to oversee the American response to… https://t.co/nJo2PjDKLt,57
357,0.4939,Tue Apr 10 13:30:18 +0000 2018,0.0,0.756,@nytimes,0.244,"“Perhaps if you truly want to understand a drawing, you have to just eat it.”
https://t.co/1n5OgCsnMz",58
358,-0.6705,Tue Apr 10 13:21:49 +0000 2018,0.209,0.791,@nytimes,0.0,"At least 5 people were killed when a single-engine plane crashed onto a golf course in Scottsdale, Arizona on Monda… https://t.co/YghkhyTBxu",59
359,0.0,Tue Apr 10 13:00:16 +0000 2018,0.0,1.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/Ap1ttJrPe6 https://t.co/FFFryxmbxc,60
360,0.5267,Tue Apr 10 13:00:15 +0000 2018,0.045,0.821,@nytimes,0.134,"“If someone got too handsy, we could just turn around and leave. But we still had to be gracious and say, ‘Thank yo… https://t.co/Vi1EG5mL0Y",61
361,0.6697,Tue Apr 10 12:45:08 +0000 2018,0.0,0.824,@nytimes,0.176,"We speak to our little dogs much more lovingly than we do to our little boys, a clinical psychologist writes. How c… https://t.co/SCheTFOl3K",62
362,0.1027,Tue Apr 10 12:31:00 +0000 2018,0.0,0.928,@nytimes,0.072,"Volkswagen is considering replacing its chief executive, who took over after the company admitted in 2015 to cheati… https://t.co/yXPd1npFgT",63
363,0.0772,Tue Apr 10 12:30:10 +0000 2018,0.0,0.929,@nytimes,0.071,"Want a pet python? Consider that many reptiles and amphibians — perhaps most, depending on the species — were illeg… https://t.co/VspTJVObmm",64
364,0.0,Tue Apr 10 12:15:02 +0000 2018,0.0,1.0,@nytimes,0.0,Here are five things to watch as Mark Zuckerberg makes his much-anticipated appearance before members of Congress t… https://t.co/BhetrPzttu,65
365,0.4939,Tue Apr 10 12:00:14 +0000 2018,0.0,0.792,@nytimes,0.208,"Your daily @DealBook briefing: 

• In his prepared testimony, Mark Zuckerberg apologized for not doing more to stop… https://t.co/x8lDqTblR5",66
366,-0.7184,Tue Apr 10 11:44:55 +0000 2018,0.25,0.75,@nytimes,0.0,"Through memes and apparel, white supremacists have found new ways to drum up racist sentiment, harking back to colo… https://t.co/d6lj7VYhyY",67
367,-0.0772,Tue Apr 10 11:33:46 +0000 2018,0.145,0.725,@nytimes,0.13,"Her uncle has become active in alt-right causes, posting offensive material about minorities, immigrants and women… https://t.co/tI2m0bx0pR",68
368,0.6597,Tue Apr 10 11:15:06 +0000 2018,0.0,0.748,@nytimes,0.252,Stephen Colbert and other late-night hosts focused on a news story that united two topics: the Russia investigation… https://t.co/43P4KWejzI,69
369,0.0,Tue Apr 10 11:00:16 +0000 2018,0.0,1.0,@nytimes,0.0,"The F.B.I. raided the home of President Trump’s personal lawyer, Michael D. Cohen. What are investigators looking f… https://t.co/6eBGpWhk4t",70
370,0.7184,Tue Apr 10 11:00:15 +0000 2018,0.0,0.739,@nytimes,0.261,"Supporters of the streetcar, an ambitious project known as the Brooklyn Queens Connector that would run from Astori… https://t.co/mZlz2ANbu6",71
371,0.3182,Tue Apr 10 11:00:06 +0000 2018,0.0,0.887,@nytimes,0.113,President Trump said Syria’s patrons in Russia and Iran may also be responsible for enabling last weekend’s chemica… https://t.co/aOnIrpkV99,72
372,0.4215,Tue Apr 10 10:30:11 +0000 2018,0.0,0.859,@nytimes,0.141,President Trump called the F.B.I. raid a “disgraceful situation” and an “attack on our country in a true sense” https://t.co/Iql98fyfw7,73
373,0.0,Tue Apr 10 10:21:05 +0000 2018,0.0,1.0,@nytimes,0.0,"Read the transcript of President Trump's remarks about the F.B.I. raid on his lawyer's office, Syria and more https://t.co/FfypkAWfkz",74
374,0.0,Tue Apr 10 10:00:10 +0000 2018,0.0,1.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/BUTfuzACSR https://t.co/oZMsRt4RdI,75
375,0.0,Tue Apr 10 09:43:17 +0000 2018,0.0,1.0,@nytimes,0.0,"Broccoli salads are a dime a dozen, but this one is a game-changing celebration of flavors, colors and textures https://t.co/pHT90h9yT9",76
376,-0.1531,Tue Apr 10 09:24:51 +0000 2018,0.195,0.682,@nytimes,0.123,"A smart city comes with risks: “Once you’ve given a developer license to deploy total surveillance, with no public… https://t.co/mAtIKLcL2x",77
377,0.0,Tue Apr 10 09:06:59 +0000 2018,0.0,1.0,@nytimes,0.0,RT @nytopinion: The Sinclair Broadcast Group does not practice the news principles that they preach. https://t.co/e2ZQ8AtfIX,78
378,-0.3182,Tue Apr 10 08:50:05 +0000 2018,0.119,0.881,@nytimes,0.0,"The Australian agriculture minister said he was ""shocked and gutted"" after footage showed thousands of sheep dying… https://t.co/JogoHlHqJo",79
379,0.0,Tue Apr 10 08:49:33 +0000 2018,0.0,1.0,@nytimes,0.0,"Yulia Skripal has been released from a hospital in England five weeks after she and her father, a former Russian sp… https://t.co/IqR84TuqgI",80
380,0.3612,Tue Apr 10 08:45:06 +0000 2018,0.138,0.615,@nytimes,0.246,"RT @nytimesworld: Millions of people in China are sharing the story of Gao Yan, a student who committed suicide in 1998 after friends say s…",81
381,-0.1027,Tue Apr 10 08:32:42 +0000 2018,0.106,0.803,@nytimes,0.091,"RT @kimseverson: I spoke with Eddie Hernandez about his new cookbook. “In Mexico,"" he said, ""we eat what we like and don’t worry about what…",82
382,0.3612,Tue Apr 10 08:15:10 +0000 2018,0.0,0.878,@nytimes,0.122,“Something that started decades ago and was applauded and inoffensive is now politically incorrect. What can you do… https://t.co/2EDwm5KchB,83
383,0.3818,Tue Apr 10 08:15:05 +0000 2018,0.0,0.86,@nytimes,0.14,Adelaide is rebranding itself as an innovation center for Australia — and the world. Will it work? https://t.co/AcjeJhX98i,84
384,-0.4215,Tue Apr 10 08:02:02 +0000 2018,0.135,0.865,@nytimes,0.0,"President Trump reacted angrily to the FBI’s raid on his personal lawyer’s office, calling it “disgraceful” and an… https://t.co/mafGzkCVMR",85
385,-0.6597,Tue Apr 10 08:00:07 +0000 2018,0.206,0.794,@nytimes,0.0,"A speeding school bus plunged off a mountainside in northern India, killing 23 children and four adults, an officia… https://t.co/xzcDDbUFf2",86
386,0.4215,Tue Apr 10 07:47:05 +0000 2018,0.0,0.865,@nytimes,0.135,"A Ukrainian magnate paid Donald Trump’s charity $150,000 in 2015 after Trump gave a video talk. Robert Mueller is s… https://t.co/6BDpCRy6XY",87
387,0.0,Tue Apr 10 07:32:03 +0000 2018,0.0,1.0,@nytimes,0.0,It's simple but loaded with flavor https://t.co/dca71006cZ,88
